2017-09-09 16:00:00,0.0
2017-09-09 17:00:00,0.03
2017-09-09 18:00:00,0.0
2017-09-09 19:00:00,0.0
2017-09-09 20:00:00,0.0
2017-09-09 21:00:00,0.0
2017-09-09 22:00:00,0.0
2017-09-09 23:00:00,0.0
2017-09-10 00:00:00,0.0
2017-09-10 01:00:00,0.0
2017-09-10 02:00:00,0.0
2017-09-10 03:00:00,0.0
2017-09-10 04:00:00,0.0
2017-09-10 05:00:00,0.0
2017-09-10 06:00:00,0.0
2017-09-10 07:00:00,0.0
2017-09-10 08:00:00,0.0
2017-09-10 09:00:00,0.0
2017-09-10 10:00:00,0.0
2017-09-10 11:00:00,0.0
2017-09-10 12:00:00,0.0
2017-09-10 13:00:00,0.0
2017-09-10 14:00:00,0.0
2017-09-10 15:00:00,0.0
2017-09-10 16:00:00,0.0
2017-09-10 17:00:00,0.0
2017-09-10 18:00:00,0.0
2017-09-10 19:00:00,0.0
2017-09-10 20:00:00,0.0
2017-09-10 21:00:00,0.0
2017-09-10 22:00:00,0.0
2017-09-10 23:00:00,0.0
2017-09-11 00:00:00,0.0
2017-09-11 01:00:00,0.0
2017-09-11 02:00:00,0.0
2017-09-11 03:00:00,0.0
2017-09-11 04:00:00,0.0
2017-09-11 05:00:00,0.34
2017-09-11 06:00:00,0.02
2017-09-11 07:00:00,0.0
2017-09-11 08:00:00,0.0
2017-09-11 09:00:00,0.02
2017-09-11 10:00:00,0.0
2017-09-11 11:00:00,0.0
2017-09-11 12:00:00,0.0
2017-09-11 13:00:00,0.19
2017-09-11 14:00:00,0.02
2017-09-11 15:00:00,0.0
2017-09-11 16:00:00,0.0
2017-09-11 17:00:00,0.0
2017-09-11 18:00:00,0.0
2017-09-11 19:00:00,0.0
2017-09-11 20:00:00,0.0
2017-09-11 21:00:00,0.0
2017-09-11 22:00:00,0.0
2017-09-11 23:00:00,0.0
2017-09-12 00:00:00,0.0
2017-09-12 01:00:00,0.0
2017-09-12 02:00:00,0.0
2017-09-12 03:00:00,0.0
2017-09-12 04:00:00,0.0
2017-09-12 05:00:00,0.04
2017-09-12 06:00:00,0.05
2017-09-12 07:00:00,0.0
2017-09-12 08:00:00,0.03
2017-09-12 09:00:00,0.0
2017-09-12 10:00:00,0.03
2017-09-12 11:00:00,0.0
2017-09-12 12:00:00,0.0
2017-09-12 13:00:00,0.0
2017-09-12 14:00:00,0.15
2017-09-12 15:00:00,0.0
2017-09-12 16:00:00,0.0
2017-09-12 17:00:00,0.04
2017-09-12 18:00:00,0.0
2017-09-12 19:00:00,0.0
2017-09-12 20:00:00,0.0
2017-09-12 21:00:00,0.0
2017-09-12 22:00:00,0.0
2017-09-12 23:00:00,0.0
2017-09-13 00:00:00,0.0
2017-09-13 01:00:00,0.0
2017-09-13 02:00:00,0.03
2017-09-13 03:00:00,0.0
2017-09-13 04:00:00,0.09
2017-09-13 05:00:00,0.01
2017-09-13 06:00:00,0.51
2017-09-13 07:00:00,0.51
2017-09-13 08:00:00,0.19
2017-09-13 09:00:00,0.0
2017-09-13 10:00:00,0.02
2017-09-13 11:00:00,0.0
2017-09-13 12:00:00,0.0
2017-09-13 13:00:00,0.0
2017-09-13 14:00:00,0.49
2017-09-13 15:00:00,0.13
2017-09-13 16:00:00,0.23
2017-09-13 17:00:00,2.11
2017-09-13 18:00:00,1.06
2017-09-13 19:00:00,0.46
